0.01961367,0.00861813,0.01783061,0.02020802,0.01604755,0.01307578,0.00594354,0.01188707,0.02228826,0.01545319,0.0205052,0.01367013,0.01099554,0.01396731,0.01783061,0.02169391,0.01693908,0.01545319,0.02466568,0.01693908,0.02496285,0.02793462,0.00683507,0.02228826,0.00356612,0.00742942,0.00861813,0.00326895,0.01069837,0.02169391,0.02377415,0.01604755,0.01545319,0.0115899,0.02139673,0.01575037,0.01337296,0.02080238,0.00653789,0.01901932,0.0205052,0.01872214,0.02288262,0.01367013,0.01010401,0.00683507,0.01634473,0.01040119,0.01426449,0.01129272,0.00802377,0.0115899,0.01961367,0.02020802,0.00356612,0.01901932,0.01812779,0.01812779,0.02377415,0.01307578,0.01337296,0.01961367,0.01515602,0.02704309
0.0385289,0.01401051,0.02101576,0.03152364,0.01926445,0.00875657,0.00350263,0.01576182,0.01401051,0.01050788,0.00700525,0.01576182,0.03152364,0.01926445,0.02101576,0.02451839,0.01751313,0.01050788,0.01401051,0.01751313,0.00875657,0.00175131,0.0,0.02101576,0.00525394,0.00175131,0.00525394,0.00525394,0.01225919,0.00875657,0.0262697,0.02977233,0.0262697,0.01050788,0.00350263,0.01401051,0.01576182,0.01050788,0.00875657,0.01751313,0.00875657,0.00525394,0.00525394,0.01401051,0.01576182,0.00525394,0.01926445,0.01576182,0.02451839,0.01225919,0.00875657,0.03152364,0.01576182,0.01050788,0.00525394,0.02276708,0.0262697,0.03502627,0.01576182,0.02101576,0.01751313,0.02101576,0.03152364,0.02276708
0.02104499,0.00979681,0.01523948,0.01886792,0.01669086,0.01161103,0.00435414,0.01342525,0.01306241,0.01451379,0.01850508,0.0137881,0.00725689,0.01596517,0.02104499,0.01886792,0.0170537,0.0170537,0.02503628,0.01487663,0.01850508,0.02539913,0.00544267,0.02503628,0.0032656,0.00471698,0.00616836,0.00544267,0.01088534,0.02721335,0.02394775,0.01923077,0.01487663,0.00761974,0.01487663,0.01269956,0.01850508,0.01415094,0.00544267,0.01886792,0.01959361,0.01814224,0.0203193,0.01487663,0.00943396,0.01124819,0.02104499,0.01451379,0.01161103,0.01161103,0.00471698,0.01669086,0.0203193,0.02322206,0.00435414,0.02394775,0.01415094,0.01959361,0.02793904,0.02249637,0.0170537,0.01741655,0.01814224,0.02721335
0.02920284,0.01499605,0.01736385,0.02288871,0.01736385,0.01262826,0.00789266,0.01104972,0.01973165,0.00947119,0.02052092,0.01420679,0.01657459,0.00631413,0.01657459,0.01973165,0.01341752,0.00789266,0.01657459,0.01104972,0.01104972,0.01894238,0.02131018,0.01104972,0.00710339,0.01499605,0.02841358,0.00631413,0.00868193,0.01104972,0.01104972,0.01499605,0.02131018,0.01736385,0.02525651,0.01262826,0.01026046,0.02131018,0.02209945,0.01104972,0.02683504,0.03078137,0.01973165,0.01420679,0.00631413,0.00710339,0.01578532,0.01736385,0.02052092,0.00868193,0.0047356,0.01262826,0.01026046,0.00947119,0.00552486,0.01262826,0.02288871,0.00947119,0.02209945,0.01183899,0.01499605,0.01341752,0.02288871,0.04814522
0.03259409,0.01310484,0.02200941,0.02570565,0.01915323,0.00957661,0.00117608,0.01646505,0.02116935,0.01024866,0.01377688,0.01797715,0.02133737,0.01478495,0.01999328,0.03074597,0.01596102,0.01142473,0.0171371,0.02083333,0.01394489,0.01024866,0.00134409,0.01528898,0.00134409,0.00100806,0.00117608,0.00235215,0.01444892,0.01192876,0.01747312,0.02419355,0.02167339,0.00991263,0.01310484,0.01461694,0.01260081,0.00604839,0.00100806,0.01293683,0.01612903,0.00907258,0.01058468,0.00907258,0.01192876,0.00957661,0.01360887,0.01898522,0.02301747,0.01192876,0.0109207,0.02570565,0.01965726,0.01495296,0.00235215,0.02335349,0.02066532,0.01226478,0.01932124,0.02469758,0.02385753,0.02402554,0.02604167,0.05645161
0.0566416,0.01704261,0.02305764,0.02907268,0.0160401,0.0075188,0.00150376,0.02205514,0.03308271,0.01503759,0.01303258,0.00802005,0.01854637,0.01253133,0.02305764,0.02606516,0.01804511,0.01052632,0.01854637,0.01804511,0.01503759,0.0075188,0.00150376,0.0085213,0.00200501,0.00200501,0.00150376,0.00300752,0.01403509,0.01754386,0.02055138,0.01654135,0.03107769,0.0085213,0.01854637,0.01453634,0.01453634,0.00701754,0.00451128,0.01403509,0.0160401,0.00952381,0.0075188,0.01052632,0.00802005,0.00651629,0.02556391,0.01152882,0.02005013,0.01102757,0.0085213,0.01854637,0.01954887,0.01052632,0.00100251,0.02406015,0.02155388,0.01353383,0.02155388,0.03007519,0.01754386,0.01854637,0.01804511,0.0406015
0.03085586,0.01306306,0.01959459,0.02387387,0.01666667,0.00945946,0.00225225,0.01711712,0.02004505,0.01103604,0.01846847,0.01756757,0.01711712,0.00968468,0.01824324,0.02725225,0.01509009,0.01351351,0.01666667,0.01531532,0.01396396,0.01103604,0.00337838,0.01801802,0.00315315,0.00247748,0.00337838,0.00202703,0.01193694,0.01576577,0.02297297,0.02297297,0.02027027,0.00653153,0.01756757,0.01531532,0.01148649,0.01103604,0.00427928,0.01554054,0.01734234,0.01193694,0.01418919,0.01396396,0.01509009,0.00990991,0.01689189,0.01711712,0.02117117,0.01238739,0.01328829,0.01801802,0.01846847,0.01463964,0.00112613,0.02297297,0.01914414,0.01689189,0.0213964,0.02545045,0.02072072,0.02184685,0.02477477,0.04527027
0.02658487,0.01431493,0.02658487,0.03067485,0.01840491,0.01226994,0.00408998,0.02453988,0.02658487,0.02249489,0.01226994,0.01635992,0.01840491,0.00817996,0.02249489,0.02658487,0.0204499,0.01022495,0.03271984,0.0204499,0.0204499,0.01635992,0.00204499,0.01022495,0.0,0.00204499,0.00613497,0.0,0.01226994,0.0204499,0.02249489,0.0204499,0.03067485,0.01635992,0.01635992,0.01226994,0.01635992,0.00817996,0.0,0.02658487,0.0204499,0.01226994,0.00817996,0.00408998,0.00408998,0.00817996,0.01635992,0.01022495,0.01840491,0.01840491,0.00204499,0.01226994,0.02862986,0.01226994,0.00204499,0.01431493,0.02862986,0.01431493,0.01840491,0.01840491,0.01635992,0.0204499,0.01840491,0.01840491
0.03513038,0.01148654,0.02456611,0.0202901,0.01693636,0.01484028,0.00486292,0.01282804,0.02464995,0.01400184,0.02464995,0.01593024,0.01224113,0.00989352,0.01970319,0.01257651,0.01551103,0.0177748,0.02154775,0.01408569,0.02263771,0.02423074,0.00612057,0.0233923,0.00477907,0.00394064,0.00628825,0.00435986,0.00804896,0.02079316,0.02490148,0.01710405,0.02456611,0.01383416,0.02288924,0.01182192,0.01433722,0.01693636,0.00410833,0.01609793,0.02121238,0.01844554,0.02272156,0.01316341,0.0094743,0.0119896,0.01785864,0.01232498,0.01626562,0.0063721,0.01022889,0.00821665,0.01500797,0.02037394,0.00427601,0.01852939,0.02247003,0.01500797,0.02188312,0.01819401,0.01131886,0.01551103,0.01517565,0.01928398
0.01790831,0.01575931,0.01647564,0.01790831,0.01504298,0.01002865,0.00573066,0.00931232,0.01289398,0.01862464,0.0243553,0.01504298,0.01074499,0.00716332,0.01074499,0.02722063,0.01504298,0.01074499,0.02363897,0.00859599,0.01790831,0.0265043,0.01217765,0.01647564,0.002149,0.01002865,0.01289398,0.00644699,0.00859599,0.01289398,0.0286533,0.01432665,0.01862464,0.00716332,0.02292264,0.01647564,0.01862464,0.01934097,0.01074499,0.02077364,0.02793696,0.0243553,0.0286533,0.01002865,0.00859599,0.00644699,0.02148997,0.01146132,0.01647564,0.00644699,0.00787966,0.01289398,0.00644699,0.01719198,0.00286533,0.01790831,0.0222063,0.01647564,0.02507163,0.01647564,0.01575931,0.01790831,0.01934097,0.04297994
0.01295337,0.00582902,0.0123057,0.00971503,0.01165803,0.01489637,0.00906736,0.0123057,0.01748705,0.01683938,0.01878238,0.01360104,0.00841969,0.00906736,0.01554404,0.01295337,0.00841969,0.01748705,0.02525907,0.01554404,0.02396373,0.02396373,0.00971503,0.02590674,0.00582902,0.01036269,0.01036269,0.00453368,0.00841969,0.0246114,0.02720207,0.01360104,0.01165803,0.02007772,0.02007772,0.01101036,0.01554404,0.02720207,0.00388601,0.01813472,0.01748705,0.02202073,0.02396373,0.01878238,0.00647668,0.00906736,0.02266839,0.02396373,0.00777202,0.00453368,0.00841969,0.01036269,0.01554404,0.01748705,0.00841969,0.01748705,0.02202073,0.01554404,0.02914508,0.02525907,0.00777202,0.01619171,0.0265544,0.0388601
0.01830407,0.01120657,0.01718341,0.01531565,0.01755697,0.01643631,0.00448263,0.01643631,0.02166604,0.01382144,0.03324617,0.01270078,0.01008592,0.01195368,0.01718341,0.01382144,0.01307434,0.02166604,0.03025775,0.01307434,0.0220396,0.01830407,0.00522973,0.02726933,0.00261487,0.00186776,0.00485618,0.00373552,0.01120657,0.02428091,0.03100486,0.0156892,0.01905118,0.01382144,0.02577512,0.0156892,0.02091894,0.01718341,0.00261487,0.0156892,0.02801644,0.01793052,0.02390736,0.01643631,0.00821815,0.00933881,0.0227867,0.01008592,0.01158013,0.00821815,0.00821815,0.00933881,0.01755697,0.02091894,0.0007471,0.0227867,0.02166604,0.0227867,0.02428091,0.01755697,0.0078446,0.01643631,0.01531565,0.00971236
0.03741246,0.01105787,0.02451161,0.02764467,0.01750829,0.01013638,0.00239587,0.01548102,0.02248433,0.01511242,0.01990417,0.0171397,0.01971987,0.01419093,0.02193144,0.02322153,0.01806119,0.01197936,0.01842978,0.01603391,0.01474383,0.00626613,0.00239587,0.01640251,0.00258017,0.00276447,0.00460745,0.00202728,0.01455953,0.0165868,0.02137855,0.02008846,0.02248433,0.01050498,0.01842978,0.01566532,0.01548102,0.01050498,0.00258017,0.01879838,0.02027276,0.01161076,0.01124217,0.01068927,0.01087357,0.00939919,0.01492812,0.01529672,0.02266863,0.01197936,0.01326944,0.01971987,0.0167711,0.01308515,0.00442315,0.02193144,0.02174714,0.01787689,0.01806119,0.02064136,0.02248433,0.01603391,0.02008846,0.03169923
0.03154263,0.01675702,0.02267127,0.01946772,0.02168556,0.01700345,0.00246427,0.01724988,0.03154263,0.01675702,0.01996057,0.01552489,0.01355347,0.01601774,0.02119271,0.01527846,0.01897486,0.01798916,0.02883194,0.0165106,0.02168556,0.02045343,0.0036964,0.01626417,0.00295712,0.00197141,0.00221784,0.00418926,0.00961065,0.01527846,0.02883194,0.01503204,0.02932479,0.01306062,0.02267127,0.01823558,0.01872844,0.01133563,0.00123213,0.01626417,0.02045343,0.01256777,0.0137999,0.01158206,0.00813208,0.00985707,0.01700345,0.01232134,0.01059635,0.01059635,0.00961065,0.01182849,0.020207,0.01306062,0.00394283,0.01897486,0.02833908,0.01626417,0.02242484,0.01601774,0.01133563,0.01527846,0.01601774,0.01577132
0.04191329,0.01215805,0.01631739,0.0137578,0.01887698,0.01743721,0.00495921,0.01503759,0.02351624,0.01631739,0.02543593,0.0137578,0.00911854,0.01135818,0.0137578,0.01535754,0.01455767,0.02159654,0.02639578,0.01647736,0.02767557,0.02015677,0.00639898,0.02271637,0.00527916,0.006239,0.00607903,0.00399936,0.00895857,0.02287634,0.02719565,0.0137578,0.01663734,0.01295793,0.02543593,0.01231803,0.01615741,0.02015677,0.00543913,0.01727724,0.02079667,0.0199968,0.01631739,0.01599744,0.00959846,0.01135818,0.01647736,0.01007839,0.01103823,0.00959846,0.01087826,0.00703887,0.01631739,0.01919693,0.00479923,0.01775716,0.01775716,0.01647736,0.02527596,0.0137578,0.01087826,0.012478,0.01583747,0.02447608
